filepath,label
data\processed\yield_sign\yield_sign_eee2e4092475_aug2.png,yield_sign
data\processed\yield_sign\yield_sign_eee2e4092475_aug3.png,yield_sign
data\processed\yield_sign\yield_sign_d4a0619ecde3.png,yield_sign
data\processed\yield_sign\yield_sign_d4a0619ecde3_aug1.png,yield_sign
data\processed\yield_sign\yield_sign_d4a0619ecde3_aug2.png,yield_sign
data\processed\yield_sign\yield_sign_d4a0619ecde3_aug3.png,yield_sign
data\processed\yield_sign\yield_sign_7652a01a151d.png,yield_sign
data\processed\yield_sign\yield_sign_7652a01a151d_aug1.png,yield_sign
data\processed\yield_sign\yield_sign_7652a01a151d_aug2.png,yield_sign
data\processed\yield_sign\yield_sign_7652a01a151d_aug3.png,yield_sign
data\processed\yield_sign\yield_sign_f4f667345365.png,yield_sign
data\processed\yield_sign\yield_sign_f4f667345365_aug1.png,yield_sign
data\processed\yield_sign\yield_sign_f4f667345365_aug2.png,yield_sign
data\processed\yield_sign\yield_sign_f4f667345365_aug3.png,yield_sign
data\processed\yield_sign\yield_sign_9212c01b3d71.png,yield_sign
data\processed\yield_sign\yield_sign_9212c01b3d71_aug1.png,yield_sign
data\processed\yield_sign\yield_sign_9212c01b3d71_aug2.png,yield_sign
data\processed\yield_sign\yield_sign_9212c01b3d71_aug3.png,yield_sign
data\processed\yield_sign\yield_sign_1896eaed797a.png,yield_sign
data\processed\yield_sign\yield_sign_1896eaed797a_aug1.png,yield_sign
data\processed\yield_sign\yield_sign_1896eaed797a_aug2.png,yield_sign
data\processed\yield_sign\yield_sign_1896eaed797a_aug3.png,yield_sign
data\processed\yield_sign\yield_sign_edb6bfda58b1.png,yield_sign
data\processed\yield_sign\yield_sign_edb6bfda58b1_aug1.png,yield_sign
data\processed\yield_sign\yield_sign_edb6bfda58b1_aug2.png,yield_sign
data\processed\yield_sign\yield_sign_edb6bfda58b1_aug3.png,yield_sign
data\processed\yield_sign\yield_sign_fb5c2875afff.png,yield_sign
data\processed\yield_sign\yield_sign_fb5c2875afff_aug1.png,yield_sign
data\processed\yield_sign\yield_sign_fb5c2875afff_aug2.png,yield_sign
data\processed\yield_sign\yield_sign_fb5c2875afff_aug3.png,yield_sign
data\processed\yield_sign\yield_sign_781f77281bca.png,yield_sign
data\processed\yield_sign\yield_sign_781f77281bca_aug1.png,yield_sign
data\processed\yield_sign\yield_sign_781f77281bca_aug2.png,yield_sign
data\processed\yield_sign\yield_sign_781f77281bca_aug3.png,yield_sign
data\processed\yield_sign\yield_sign_37fe1937e582.png,yield_sign
data\processed\yield_sign\yield_sign_37fe1937e582_aug1.png,yield_sign
data\processed\yield_sign\yield_sign_37fe1937e582_aug2.png,yield_sign
data\processed\yield_sign\yield_sign_37fe1937e582_aug3.png,yield_sign
data\processed\yield_sign\yield_sign_2b84511ffa0d.png,yield_sign
data\processed\yield_sign\yield_sign_2b84511ffa0d_aug1.png,yield_sign
data\processed\yield_sign\yield_sign_2b84511ffa0d_aug2.png,yield_sign
data\processed\yield_sign\yield_sign_2b84511ffa0d_aug3.png,yield_sign
data\processed\yield_sign\yield_sign_7e22ea48ca5f.png,yield_sign
data\processed\yield_sign\yield_sign_7e22ea48ca5f_aug1.png,yield_sign
data\processed\yield_sign\yield_sign_7e22ea48ca5f_aug2.png,yield_sign
data\processed\yield_sign\yield_sign_7e22ea48ca5f_aug3.png,yield_sign
data\processed\yield_sign\yield_sign_eabd4fd71207.png,yield_sign
data\processed\yield_sign\yield_sign_eabd4fd71207_aug1.png,yield_sign
data\processed\yield_sign\yield_sign_eabd4fd71207_aug2.png,yield_sign
data\processed\yield_sign\yield_sign_eabd4fd71207_aug3.png,yield_sign
data\processed\yield_sign\yield_sign_faeae216e9da.png,yield_sign
data\processed\yield_sign\yield_sign_faeae216e9da_aug1.png,yield_sign
data\processed\yield_sign\yield_sign_faeae216e9da_aug2.png,yield_sign
data\processed\yield_sign\yield_sign_faeae216e9da_aug3.png,yield_sign
data\processed\yield_sign\yield_sign_0ae9de59c5ce.png,yield_sign
data\processed\yield_sign\yield_sign_0ae9de59c5ce_aug1.png,yield_sign
data\processed\yield_sign\yield_sign_0ae9de59c5ce_aug2.png,yield_sign
data\processed\yield_sign\yield_sign_0ae9de59c5ce_aug3.png,yield_sign
data\processed\yield_sign\yield_sign_d04ef4c8f84a.png,yield_sign
data\processed\yield_sign\yield_sign_d04ef4c8f84a_aug1.png,yield_sign
data\processed\yield_sign\yield_sign_d04ef4c8f84a_aug2.png,yield_sign
data\processed\yield_sign\yield_sign_d04ef4c8f84a_aug3.png,yield_sign
data\processed\yield_sign\yield_sign_c80693cfd996.png,yield_sign
data\processed\yield_sign\yield_sign_c80693cfd996_aug1.png,yield_sign
data\processed\yield_sign\yield_sign_c80693cfd996_aug2.png,yield_sign
data\processed\yield_sign\yield_sign_c80693cfd996_aug3.png,yield_sign
data\processed\yield_sign\yield_sign_0ef6d33bfd42.png,yield_sign
data\processed\yield_sign\yield_sign_0ef6d33bfd42_aug1.png,yield_sign
data\processed\yield_sign\yield_sign_0ef6d33bfd42_aug2.png,yield_sign
data\processed\yield_sign\yield_sign_0ef6d33bfd42_aug3.png,yield_sign
data\processed\yield_sign\yield_sign_a42d7b9e3bc1.png,yield_sign
data\processed\yield_sign\yield_sign_a42d7b9e3bc1_aug1.png,yield_sign
data\processed\yield_sign\yield_sign_a42d7b9e3bc1_aug2.png,yield_sign
data\processed\yield_sign\yield_sign_a42d7b9e3bc1_aug3.png,yield_sign
data\processed\speed_limit_sign\speed_limit_sign_4e0a956c9ed5.png,speed_limit_sign
data\processed\speed_limit_sign\speed_limit_sign_4e0a956c9ed5_aug1.png,speed_limit_sign
data\processed\speed_limit_sign\speed_limit_sign_4e0a956c9ed5_aug2.png,speed_limit_sign
data\processed\speed_limit_sign\speed_limit_sign_4e0a956c9ed5_aug3.png,speed_limit_sign
data\processed\speed_limit_sign\speed_limit_sign_ad04fda38f4e.png,speed_limit_sign
data\processed\speed_limit_sign\speed_limit_sign_ad04fda38f4e_aug1.png,speed_limit_sign
data\processed\speed_limit_sign\speed_limit_sign_ad04fda38f4e_aug2.png,speed_limit_sign
data\processed\speed_limit_sign\speed_limit_sign_ad04fda38f4e_aug3.png,speed_limit_sign
data\processed\speed_limit_sign\speed_limit_sign_e091c91a5158.png,speed_limit_sign
data\processed\speed_limit_sign\speed_limit_sign_e091c91a5158_aug1.png,speed_limit_sign
data\processed\speed_limit_sign\speed_limit_sign_e091c91a5158_aug2.png,speed_limit_sign
data\processed\speed_limit_sign\speed_limit_sign_e091c91a5158_aug3.png,speed_limit_sign
data\processed\speed_limit_sign\speed_limit_sign_9dbf19ec75c0.png,speed_limit_sign
data\processed\speed_limit_sign\speed_limit_sign_9dbf19ec75c0_aug1.png,speed_limit_sign
data\processed\speed_limit_sign\speed_limit_sign_9dbf19ec75c0_aug2.png,speed_limit_sign
data\processed\speed_limit_sign\speed_limit_sign_9dbf19ec75c0_aug3.png,speed_limit_sign
data\processed\speed_limit_sign\speed_limit_sign_ed02f25b86a3.png,speed_limit_sign
data\processed\speed_limit_sign\speed_limit_sign_ed02f25b86a3_aug1.png,speed_limit_sign
data\processed\speed_limit_sign\speed_limit_sign_ed02f25b86a3_aug2.png,speed_limit_sign
data\processed\speed_limit_sign\speed_limit_sign_ed02f25b86a3_aug3.png,speed_limit_sign
data\processed\speed_limit_sign\speed_limit_sign_f8cd3b606aca.png,speed_limit_sign
data\processed\speed_limit_sign\speed_limit_sign_f8cd3b606aca_aug1.png,speed_limit_sign
data\processed\speed_limit_sign\speed_limit_sign_f8cd3b606aca_aug2.png,speed_limit_sign
data\processed\speed_limit_sign\speed_limit_sign_f8cd3b606aca_aug3.png,speed_limit_sign
data\processed\speed_limit_sign\speed_limit_sign_dc0fd306c3eb.png,speed_limit_sign
data\processed\speed_limit_sign\speed_limit_sign_dc0fd306c3eb_aug1.png,speed_limit_sign
data\processed\speed_limit_sign\speed_limit_sign_dc0fd306c3eb_aug2.png,speed_limit_sign
data\processed\speed_limit_sign\speed_limit_sign_dc0fd306c3eb_aug3.png,speed_limit_sign
data\processed\speed_limit_sign\speed_limit_sign_d349fa7d9827.png,speed_limit_sign
data\processed\speed_limit_sign\speed_limit_sign_d349fa7d9827_aug1.png,speed_limit_sign
data\processed\speed_limit_sign\speed_limit_sign_d349fa7d9827_aug2.png,speed_limit_sign
data\processed\speed_limit_sign\speed_limit_sign_d349fa7d9827_aug3.png,speed_limit_sign
data\processed\speed_limit_sign\speed_limit_sign_7ca04b1c8118.png,speed_limit_sign
data\processed\speed_limit_sign\speed_limit_sign_7ca04b1c8118_aug1.png,speed_limit_sign
data\processed\speed_limit_sign\speed_limit_sign_7ca04b1c8118_aug2.png,speed_limit_sign
data\processed\speed_limit_sign\speed_limit_sign_7ca04b1c8118_aug3.png,speed_limit_sign
data\processed\speed_limit_sign\speed_limit_sign_ad89a71589ae.png,speed_limit_sign
data\processed\speed_limit_sign\speed_limit_sign_ad89a71589ae_aug1.png,speed_limit_sign
data\processed\speed_limit_sign\speed_limit_sign_ad89a71589ae_aug2.png,speed_limit_sign
data\processed\speed_limit_sign\speed_limit_sign_ad89a71589ae_aug3.png,speed_limit_sign
data\processed\speed_limit_sign\speed_limit_sign_cc53ec7dc444.png,speed_limit_sign
data\processed\speed_limit_sign\speed_limit_sign_cc53ec7dc444_aug1.png,speed_limit_sign
data\processed\speed_limit_sign\speed_limit_sign_cc53ec7dc444_aug2.png,speed_limit_sign
data\processed\speed_limit_sign\speed_limit_sign_cc53ec7dc444_aug3.png,speed_limit_sign
data\processed\speed_limit_sign\speed_limit_sign_63e2f9a4191d.png,speed_limit_sign
data\processed\speed_limit_sign\speed_limit_sign_63e2f9a4191d_aug1.png,speed_limit_sign
data\processed\speed_limit_sign\speed_limit_sign_63e2f9a4191d_aug2.png,speed_limit_sign
data\processed\speed_limit_sign\speed_limit_sign_63e2f9a4191d_aug3.png,speed_limit_sign
data\processed\speed_limit_sign\speed_limit_sign_ee44bcd0c5dc.png,speed_limit_sign
data\processed\speed_limit_sign\speed_limit_sign_ee44bcd0c5dc_aug1.png,speed_limit_sign
data\processed\speed_limit_sign\speed_limit_sign_ee44bcd0c5dc_aug2.png,speed_limit_sign
data\processed\speed_limit_sign\speed_limit_sign_ee44bcd0c5dc_aug3.png,speed_limit_sign
data\processed\speed_limit_sign\speed_limit_sign_b23543b8be6d.png,speed_limit_sign
data\processed\speed_limit_sign\speed_limit_sign_b23543b8be6d_aug1.png,speed_limit_sign
data\processed\speed_limit_sign\speed_limit_sign_b23543b8be6d_aug2.png,speed_limit_sign
data\processed\speed_limit_sign\speed_limit_sign_b23543b8be6d_aug3.png,speed_limit_sign
data\processed\speed_limit_sign\speed_limit_sign_306f2f7d2d45.png,speed_limit_sign
data\processed\speed_limit_sign\speed_limit_sign_306f2f7d2d45_aug1.png,speed_limit_sign
data\processed\speed_limit_sign\speed_limit_sign_306f2f7d2d45_aug2.png,speed_limit_sign
data\processed\speed_limit_sign\speed_limit_sign_306f2f7d2d45_aug3.png,speed_limit_sign
data\processed\speed_limit_sign\speed_limit_sign_6fefbd1e57ad.png,speed_limit_sign
data\processed\speed_limit_sign\speed_limit_sign_6fefbd1e57ad_aug1.png,speed_limit_sign
data\processed\speed_limit_sign\speed_limit_sign_6fefbd1e57ad_aug2.png,speed_limit_sign
data\processed\speed_limit_sign\speed_limit_sign_6fefbd1e57ad_aug3.png,speed_limit_sign
data\processed\speed_limit_sign\speed_limit_sign_a89bc1026b01.png,speed_limit_sign
data\processed\speed_limit_sign\speed_limit_sign_a89bc1026b01_aug1.png,speed_limit_sign
data\processed\speed_limit_sign\speed_limit_sign_a89bc1026b01_aug2.png,speed_limit_sign
data\processed\speed_limit_sign\speed_limit_sign_a89bc1026b01_aug3.png,speed_limit_sign
data\processed\speed_limit_sign\speed_limit_sign_87db4426a85d.png,speed_limit_sign
data\processed\speed_limit_sign\speed_limit_sign_87db4426a85d_aug1.png,speed_limit_sign
data\processed\speed_limit_sign\speed_limit_sign_87db4426a85d_aug2.png,speed_limit_sign
data\processed\speed_limit_sign\speed_limit_sign_87db4426a85d_aug3.png,speed_limit_sign
data\processed\speed_limit_sign\speed_limit_sign_bea387cd4f24.png,speed_limit_sign
data\processed\speed_limit_sign\speed_limit_sign_bea387cd4f24_aug1.png,speed_limit_sign
data\processed\speed_limit_sign\speed_limit_sign_bea387cd4f24_aug2.png,speed_limit_sign
data\processed\speed_limit_sign\speed_limit_sign_bea387cd4f24_aug3.png,speed_limit_sign
data\processed\speed_limit_sign\speed_limit_sign_ce047524b728.png,speed_limit_sign
data\processed\speed_limit_sign\speed_limit_sign_ce047524b728_aug1.png,speed_limit_sign
data\processed\speed_limit_sign\speed_limit_sign_ce047524b728_aug2.png,speed_limit_sign
data\processed\speed_limit_sign\speed_limit_sign_ce047524b728_aug3.png,speed_limit_sign
data\processed\speed_limit_sign\speed_limit_sign_8183713e8654.png,speed_limit_sign
data\processed\speed_limit_sign\speed_limit_sign_8183713e8654_aug1.png,speed_limit_sign
data\processed\speed_limit_sign\speed_limit_sign_8183713e8654_aug2.png,speed_limit_sign
data\processed\speed_limit_sign\speed_limit_sign_8183713e8654_aug3.png,speed_limit_sign
data\processed\speed_limit_sign\speed_limit_sign_8357034ac643.png,speed_limit_sign
data\processed\speed_limit_sign\speed_limit_sign_8357034ac643_aug1.png,speed_limit_sign
data\processed\speed_limit_sign\speed_limit_sign_8357034ac643_aug2.png,speed_limit_sign
data\processed\speed_limit_sign\speed_limit_sign_8357034ac643_aug3.png,speed_limit_sign
data\processed\speed_limit_sign\speed_limit_sign_902e01df6df8.png,speed_limit_sign
data\processed\speed_limit_sign\speed_limit_sign_902e01df6df8_aug1.png,speed_limit_sign
data\processed\speed_limit_sign\speed_limit_sign_902e01df6df8_aug2.png,speed_limit_sign
data\processed\speed_limit_sign\speed_limit_sign_902e01df6df8_aug3.png,speed_limit_sign
data\processed\speed_limit_sign\speed_limit_sign_4f7d0fac4553.png,speed_limit_sign
data\processed\speed_limit_sign\speed_limit_sign_4f7d0fac4553_aug1.png,speed_limit_sign
data\processed\speed_limit_sign\speed_limit_sign_4f7d0fac4553_aug2.png,speed_limit_sign
data\processed\speed_limit_sign\speed_limit_sign_4f7d0fac4553_aug3.png,speed_limit_sign
data\processed\speed_limit_sign\speed_limit_sign_d742cc06e4e0.png,speed_limit_sign
data\processed\speed_limit_sign\speed_limit_sign_d742cc06e4e0_aug1.png,speed_limit_sign
data\processed\speed_limit_sign\speed_limit_sign_d742cc06e4e0_aug2.png,speed_limit_sign
data\processed\speed_limit_sign\speed_limit_sign_d742cc06e4e0_aug3.png,speed_limit_sign
data\processed\speed_limit_sign\speed_limit_sign_aba6d468842a.png,speed_limit_sign
data\processed\speed_limit_sign\speed_limit_sign_aba6d468842a_aug1.png,speed_limit_sign
data\processed\speed_limit_sign\speed_limit_sign_aba6d468842a_aug2.png,speed_limit_sign
data\processed\speed_limit_sign\speed_limit_sign_aba6d468842a_aug3.png,speed_limit_sign
data\processed\speed_limit_sign\speed_limit_sign_844883502a25.png,speed_limit_sign
data\processed\speed_limit_sign\speed_limit_sign_844883502a25_aug1.png,speed_limit_sign
data\processed\speed_limit_sign\speed_limit_sign_844883502a25_aug2.png,speed_limit_sign
data\processed\speed_limit_sign\speed_limit_sign_844883502a25_aug3.png,speed_limit_sign
data\processed\speed_limit_sign\speed_limit_sign_daf667d49a53.png,speed_limit_sign
data\processed\speed_limit_sign\speed_limit_sign_daf667d49a53_aug1.png,speed_limit_sign
data\processed\speed_limit_sign\speed_limit_sign_daf667d49a53_aug2.png,speed_limit_sign
data\processed\speed_limit_sign\speed_limit_sign_daf667d49a53_aug3.png,speed_limit_sign
data\processed\speed_limit_sign\speed_limit_sign_29e355670494.png,speed_limit_sign
data\processed\speed_limit_sign\speed_limit_sign_29e355670494_aug1.png,speed_limit_sign
data\processed\speed_limit_sign\speed_limit_sign_29e355670494_aug2.png,speed_limit_sign
data\processed\speed_limit_sign\speed_limit_sign_29e355670494_aug3.png,speed_limit_sign
data\processed\speed_limit_sign\speed_limit_sign_0a213c501074.png,speed_limit_sign
data\processed\speed_limit_sign\speed_limit_sign_0a213c501074_aug1.png,speed_limit_sign
data\processed\speed_limit_sign\speed_limit_sign_0a213c501074_aug2.png,speed_limit_sign
data\processed\speed_limit_sign\speed_limit_sign_0a213c501074_aug3.png,speed_limit_sign
data\processed\speed_limit_sign\speed_limit_sign_2190615b11df.png,speed_limit_sign
data\processed\speed_limit_sign\speed_limit_sign_2190615b11df_aug1.png,speed_limit_sign
data\processed\speed_limit_sign\speed_limit_sign_2190615b11df_aug2.png,speed_limit_sign
data\processed\speed_limit_sign\speed_limit_sign_2190615b11df_aug3.png,speed_limit_sign
data\processed\speed_limit_sign\speed_limit_sign_02fe5cb6c4e6.png,speed_limit_sign
data\processed\speed_limit_sign\speed_limit_sign_02fe5cb6c4e6_aug1.png,speed_limit_sign
data\processed\speed_limit_sign\speed_limit_sign_02fe5cb6c4e6_aug2.png,speed_limit_sign
data\processed\speed_limit_sign\speed_limit_sign_02fe5cb6c4e6_aug3.png,speed_limit_sign
data\processed\speed_limit_sign\speed_limit_sign_8c43d524d161.png,speed_limit_sign
data\processed\speed_limit_sign\speed_limit_sign_8c43d524d161_aug1.png,speed_limit_sign
data\processed\speed_limit_sign\speed_limit_sign_8c43d524d161_aug2.png,speed_limit_sign
data\processed\speed_limit_sign\speed_limit_sign_8c43d524d161_aug3.png,speed_limit_sign
data\processed\speed_limit_sign\speed_limit_sign_0d5fe063d470.png,speed_limit_sign
data\processed\speed_limit_sign\speed_limit_sign_0d5fe063d470_aug1.png,speed_limit_sign
data\processed\speed_limit_sign\speed_limit_sign_0d5fe063d470_aug2.png,speed_limit_sign
data\processed\speed_limit_sign\speed_limit_sign_0d5fe063d470_aug3.png,speed_limit_sign
data\processed\speed_limit_sign\speed_limit_sign_5bae23f6fdde.png,speed_limit_sign
data\processed\speed_limit_sign\speed_limit_sign_5bae23f6fdde_aug1.png,speed_limit_sign
data\processed\speed_limit_sign\speed_limit_sign_5bae23f6fdde_aug2.png,speed_limit_sign
data\processed\speed_limit_sign\speed_limit_sign_5bae23f6fdde_aug3.png,speed_limit_sign
data\processed\speed_limit_sign\speed_limit_sign_410406f37871.png,speed_limit_sign
data\processed\speed_limit_sign\speed_limit_sign_410406f37871_aug1.png,speed_limit_sign
data\processed\speed_limit_sign\speed_limit_sign_410406f37871_aug2.png,speed_limit_sign
data\processed\speed_limit_sign\speed_limit_sign_410406f37871_aug3.png,speed_limit_sign
data\processed\speed_limit_sign\speed_limit_sign_798dffd519c2.png,speed_limit_sign
data\processed\speed_limit_sign\speed_limit_sign_798dffd519c2_aug1.png,speed_limit_sign
data\processed\speed_limit_sign\speed_limit_sign_798dffd519c2_aug2.png,speed_limit_sign
data\processed\speed_limit_sign\speed_limit_sign_798dffd519c2_aug3.png,speed_limit_sign
data\processed\speed_limit_sign\speed_limit_sign_a6062a689547.png,speed_limit_sign
data\processed\speed_limit_sign\speed_limit_sign_a6062a689547_aug1.png,speed_limit_sign
data\processed\speed_limit_sign\speed_limit_sign_a6062a689547_aug2.png,speed_limit_sign
data\processed\speed_limit_sign\speed_limit_sign_a6062a689547_aug3.png,speed_limit_sign
data\processed\speed_limit_sign\speed_limit_sign_17a8490788ae.png,speed_limit_sign
data\processed\speed_limit_sign\speed_limit_sign_17a8490788ae_aug1.png,speed_limit_sign
data\processed\speed_limit_sign\speed_limit_sign_17a8490788ae_aug2.png,speed_limit_sign
data\processed\speed_limit_sign\speed_limit_sign_17a8490788ae_aug3.png,speed_limit_sign
data\processed\speed_limit_sign\speed_limit_sign_94a9e4ea3d5b.png,speed_limit_sign
data\processed\speed_limit_sign\speed_limit_sign_94a9e4ea3d5b_aug1.png,speed_limit_sign
data\processed\speed_limit_sign\speed_limit_sign_94a9e4ea3d5b_aug2.png,speed_limit_sign
data\processed\speed_limit_sign\speed_limit_sign_94a9e4ea3d5b_aug3.png,speed_limit_sign
data\processed\speed_limit_sign\speed_limit_sign_f40950d14d38.png,speed_limit_sign
data\processed\speed_limit_sign\speed_limit_sign_f40950d14d38_aug1.png,speed_limit_sign
data\processed\speed_limit_sign\speed_limit_sign_f40950d14d38_aug2.png,speed_limit_sign
data\processed\speed_limit_sign\speed_limit_sign_f40950d14d38_aug3.png,speed_limit_sign
data\processed\speed_limit_sign\speed_limit_sign_f53e6b52f76c.png,speed_limit_sign
data\processed\speed_limit_sign\speed_limit_sign_f53e6b52f76c_aug1.png,speed_limit_sign
data\processed\speed_limit_sign\speed_limit_sign_f53e6b52f76c_aug2.png,speed_limit_sign
data\processed\speed_limit_sign\speed_limit_sign_f53e6b52f76c_aug3.png,speed_limit_sign
data\processed\speed_limit_sign\speed_limit_sign_edf07167e2b1.png,speed_limit_sign
data\processed\speed_limit_sign\speed_limit_sign_edf07167e2b1_aug1.png,speed_limit_sign
data\processed\speed_limit_sign\speed_limit_sign_edf07167e2b1_aug2.png,speed_limit_sign
data\processed\speed_limit_sign\speed_limit_sign_edf07167e2b1_aug3.png,speed_limit_sign
data\processed\speed_limit_sign\speed_limit_sign_b67be08269bf.png,speed_limit_sign
data\processed\speed_limit_sign\speed_limit_sign_b67be08269bf_aug1.png,speed_limit_sign
data\processed\speed_limit_sign\speed_limit_sign_b67be08269bf_aug2.png,speed_limit_sign
data\processed\speed_limit_sign\speed_limit_sign_b67be08269bf_aug3.png,speed_limit_sign
data\processed\speed_limit_sign\speed_limit_sign_218cff081118.png,speed_limit_sign
data\processed\speed_limit_sign\speed_limit_sign_218cff081118_aug1.png,speed_limit_sign
data\processed\speed_limit_sign\speed_limit_sign_218cff081118_aug2.png,speed_limit_sign
data\processed\speed_limit_sign\speed_limit_sign_218cff081118_aug3.png,speed_limit_sign
data\processed\speed_limit_sign\speed_limit_sign_58a9e6116075.png,speed_limit_sign
data\processed\speed_limit_sign\speed_limit_sign_58a9e6116075_aug1.png,speed_limit_sign
data\processed\speed_limit_sign\speed_limit_sign_58a9e6116075_aug2.png,speed_limit_sign
data\processed\speed_limit_sign\speed_limit_sign_58a9e6116075_aug3.png,speed_limit_sign
data\processed\speed_limit_sign\speed_limit_sign_81837dc290fa.png,speed_limit_sign
data\processed\speed_limit_sign\speed_limit_sign_81837dc290fa_aug1.png,speed_limit_sign
data\processed\speed_limit_sign\speed_limit_sign_81837dc290fa_aug2.png,speed_limit_sign
data\processed\speed_limit_sign\speed_limit_sign_81837dc290fa_aug3.png,speed_limit_sign
data\processed\speed_limit_sign\speed_limit_sign_2d61aae07314.png,speed_limit_sign
data\processed\speed_limit_sign\speed_limit_sign_2d61aae07314_aug1.png,speed_limit_sign
data\processed\speed_limit_sign\speed_limit_sign_2d61aae07314_aug2.png,speed_limit_sign
data\processed\speed_limit_sign\speed_limit_sign_2d61aae07314_aug3.png,speed_limit_sign
data\processed\speed_limit_sign\speed_limit_sign_fd8bc41f5d46.png,speed_limit_sign
data\processed\speed_limit_sign\speed_limit_sign_fd8bc41f5d46_aug1.png,speed_limit_sign
data\processed\speed_limit_sign\speed_limit_sign_fd8bc41f5d46_aug2.png,speed_limit_sign
data\processed\speed_limit_sign\speed_limit_sign_fd8bc41f5d46_aug3.png,speed_limit_sign
data\processed\speed_limit_sign\speed_limit_sign_ab0bb4505085.png,speed_limit_sign
data\processed\speed_limit_sign\speed_limit_sign_ab0bb4505085_aug1.png,speed_limit_sign
data\processed\speed_limit_sign\speed_limit_sign_ab0bb4505085_aug2.png,speed_limit_sign
data\processed\speed_limit_sign\speed_limit_sign_ab0bb4505085_aug3.png,speed_limit_sign
data\processed\speed_limit_sign\speed_limit_sign_c7785ba4dc81.png,speed_limit_sign
data\processed\speed_limit_sign\speed_limit_sign_c7785ba4dc81_aug1.png,speed_limit_sign
data\processed\speed_limit_sign\speed_limit_sign_c7785ba4dc81_aug2.png,speed_limit_sign
data\processed\speed_limit_sign\speed_limit_sign_c7785ba4dc81_aug3.png,speed_limit_sign
data\processed\speed_limit_sign\speed_limit_sign_f76c6ad90539.png,speed_limit_sign
data\processed\speed_limit_sign\speed_limit_sign_f76c6ad90539_aug1.png,speed_limit_sign
data\processed\speed_limit_sign\speed_limit_sign_f76c6ad90539_aug2.png,speed_limit_sign
data\processed\speed_limit_sign\speed_limit_sign_f76c6ad90539_aug3.png,speed_limit_sign
data\processed\speed_limit_sign\speed_limit_sign_c14a74f97d2e.png,speed_limit_sign
data\processed\speed_limit_sign\speed_limit_sign_c14a74f97d2e_aug1.png,speed_limit_sign
data\processed\speed_limit_sign\speed_limit_sign_c14a74f97d2e_aug2.png,speed_limit_sign
data\processed\speed_limit_sign\speed_limit_sign_c14a74f97d2e_aug3.png,speed_limit_sign
data\processed\speed_limit_sign\speed_limit_sign_47a5e8dc8564.png,speed_limit_sign
data\processed\speed_limit_sign\speed_limit_sign_47a5e8dc8564_aug1.png,speed_limit_sign
data\processed\speed_limit_sign\speed_limit_sign_47a5e8dc8564_aug2.png,speed_limit_sign
data\processed\speed_limit_sign\speed_limit_sign_47a5e8dc8564_aug3.png,speed_limit_sign
data\processed\speed_limit_sign\speed_limit_sign_b2e3095d7106.png,speed_limit_sign
data\processed\speed_limit_sign\speed_limit_sign_b2e3095d7106_aug1.png,speed_limit_sign
data\processed\speed_limit_sign\speed_limit_sign_b2e3095d7106_aug2.png,speed_limit_sign
data\processed\speed_limit_sign\speed_limit_sign_b2e3095d7106_aug3.png,speed_limit_sign
data\processed\speed_limit_sign\speed_limit_sign_345e8d849690.png,speed_limit_sign
data\processed\speed_limit_sign\speed_limit_sign_345e8d849690_aug1.png,speed_limit_sign
data\processed\speed_limit_sign\speed_limit_sign_345e8d849690_aug2.png,speed_limit_sign
data\processed\speed_limit_sign\speed_limit_sign_345e8d849690_aug3.png,speed_limit_sign
data\processed\speed_limit_sign\speed_limit_sign_8d2b1c470867.png,speed_limit_sign
data\processed\speed_limit_sign\speed_limit_sign_8d2b1c470867_aug1.png,speed_limit_sign
data\processed\speed_limit_sign\speed_limit_sign_8d2b1c470867_aug2.png,speed_limit_sign
data\processed\speed_limit_sign\speed_limit_sign_8d2b1c470867_aug3.png,speed_limit_sign
data\processed\speed_limit_sign\speed_limit_sign_67935db2ad23.png,speed_limit_sign
data\processed\speed_limit_sign\speed_limit_sign_67935db2ad23_aug1.png,speed_limit_sign
data\processed\speed_limit_sign\speed_limit_sign_67935db2ad23_aug2.png,speed_limit_sign
data\processed\speed_limit_sign\speed_limit_sign_67935db2ad23_aug3.png,speed_limit_sign
data\processed\speed_limit_sign\speed_limit_sign_e184bdd85818.png,speed_limit_sign
data\processed\speed_limit_sign\speed_limit_sign_e184bdd85818_aug1.png,speed_limit_sign
data\processed\speed_limit_sign\speed_limit_sign_e184bdd85818_aug2.png,speed_limit_sign
data\processed\speed_limit_sign\speed_limit_sign_e184bdd85818_aug3.png,speed_limit_sign
data\processed\speed_limit_sign\speed_limit_sign_bbff5fa9a1ef.png,speed_limit_sign
data\processed\speed_limit_sign\speed_limit_sign_bbff5fa9a1ef_aug1.png,speed_limit_sign
data\processed\speed_limit_sign\speed_limit_sign_bbff5fa9a1ef_aug2.png,speed_limit_sign
data\processed\speed_limit_sign\speed_limit_sign_bbff5fa9a1ef_aug3.png,speed_limit_sign
data\processed\speed_limit_sign\speed_limit_sign_54ffa0b4512b.png,speed_limit_sign
data\processed\speed_limit_sign\speed_limit_sign_54ffa0b4512b_aug1.png,speed_limit_sign
data\processed\speed_limit_sign\speed_limit_sign_54ffa0b4512b_aug2.png,speed_limit_sign
data\processed\speed_limit_sign\speed_limit_sign_54ffa0b4512b_aug3.png,speed_limit_sign
